City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
Yuci,37.68,112.73,50.0,25,0,4.47,CN,2020-10-26 20:29:10,clear sky
Seymchan,62.88,152.43,15.01,94,0,5.77,RU,2020-10-26 20:29:10,clear sky
Yichun,47.7,128.9,37.2,80,100,3.2,CN,2020-10-26 20:29:11,overcast clouds
Sao Felix Do Xingu,-6.64,-51.99,89.58,50,93,0.22,BR,2020-10-26 20:29:11,overcast clouds
Eureka,40.8,-124.16,73.0,25,1,12.75,US,2020-10-26 20:29:11,clear sky
Probolinggo,-7.75,113.22,78.26,80,66,8.12,ID,2020-10-26 20:29:12,broken clouds
Nelson Bay,-32.72,152.15,60.01,100,90,9.17,AU,2020-10-26 20:29:12,light intensity shower rain
Itoman,26.12,127.67,71.6,68,20,6.93,JP,2020-10-26 20:29:12,few clouds
Egvekinot,66.32,-179.17,21.06,96,100,2.68,RU,2020-10-26 20:29:12,overcast clouds
Iquitos,-3.75,-73.25,93.2,56,40,3.36,PE,2020-10-26 20:29:13,scattered clouds
Torbay,47.67,-52.73,39.99,54,45,1.99,CA,2020-10-26 20:29:13,scattered clouds
Prado,-17.34,-39.22,76.78,84,7,8.93,BR,2020-10-26 20:29:13,clear sky
Hwange,-18.37,26.5,76.15,30,0,1.99,ZW,2020-10-26 20:29:13,clear sky
Shakhtinsk,49.71,72.59,44.6,81,75,22.37,KZ,2020-10-26 20:29:14,light intensity shower rain
San-Pedro,4.75,-6.64,77.2,90,81,7.05,CI,2020-10-26 20:29:14,light rain
Zwedru,6.07,-8.13,73.8,93,100,3.85,LR,2020-10-26 20:29:14,light rain
Taksimo,56.34,114.88,15.4,88,26,4.68,RU,2020-10-26 20:29:15,scattered clouds
Harper,4.38,-7.72,77.74,89,98,7.36,LR,2020-10-26 20:29:15,overcast clouds
Noyon,49.58,3.0,48.99,87,0,14.99,FR,2020-10-26 20:29:15,clear sky
Bilma,18.69,12.92,71.24,22,0,1.03,NE,2020-10-26 20:29:16,clear sky
Laguna,38.42,-121.42,72.0,8,1,20.8,US,2020-10-26 20:28:19,clear sky
Alekseyevsk,57.84,108.35,19.33,95,90,1.9,RU,2020-10-26 20:29:16,overcast clouds
Thinadhoo,0.53,72.93,82.78,69,48,7.38,MV,2020-10-26 20:29:17,scattered clouds
Seoul,37.57,126.98,46.4,100,1,0.65,KR,2020-10-26 20:26:57,mist
Biloela,-24.42,150.5,69.82,80,100,4.16,AU,2020-10-26 20:29:17,overcast clouds
Ponta Do Sol,32.67,-17.1,66.2,72,75,8.05,PT,2020-10-26 20:29:18,broken clouds
Jiexiu,37.02,111.91,54.91,38,79,4.68,CN,2020-10-26 20:29:18,broken clouds
Golden,39.76,-105.22,19.0,56,75,4.12,US,2020-10-26 20:29:19,broken clouds
Kavieng,-2.57,150.8,82.85,68,98,6.85,PG,2020-10-26 20:29:19,overcast clouds
Qaqortoq,60.72,-46.03,42.8,30,75,14.99,GL,2020-10-26 20:29:06,broken clouds
Faanui,-16.48,-151.75,79.97,78,97,15.68,PF,2020-10-26 20:29:20,light rain
Talnakh,69.49,88.4,1.4,91,40,2.24,RU,2020-10-26 20:29:21,mist
Bonneville,46.08,6.41,44.6,93,75,2.24,FR,2020-10-26 20:29:21,broken clouds
Camana,-16.62,-72.71,67.03,65,63,6.15,PE,2020-10-26 20:29:21,broken clouds
Spitsevka,45.12,42.51,50.0,81,0,8.95,RU,2020-10-26 20:29:22,clear sky
Marsh Harbour,26.54,-77.06,83.03,72,0,7.54,BS,2020-10-26 20:29:22,clear sky
Tadine,-21.55,167.88,74.03,76,5,11.48,NC,2020-10-26 20:29:22,clear sky
Stepnogorsk,52.35,71.89,44.87,83,75,19.86,KZ,2020-10-26 20:29:22,light rain
Ravar,31.27,56.81,50.77,47,0,2.66,IR,2020-10-26 20:29:23,clear sky
Itarema,-2.92,-39.92,81.28,74,0,14.65,BR,2020-10-26 20:29:23,clear sky
Bontang,0.13,117.5,75.74,90,100,5.93,ID,2020-10-26 20:29:23,overcast clouds
Nova Venecia,-18.71,-40.4,77.9,81,8,7.34,BR,2020-10-26 20:29:23,light rain
Rosarito,32.33,-117.03,71.6,15,20,14.99,MX,2020-10-26 20:29:24,few clouds
Nizhniy Mamon,50.19,40.51,47.86,71,98,6.33,RU,2020-10-26 20:29:24,overcast clouds
Klaksvik,62.23,-6.59,39.2,86,15,4.7,FO,2020-10-26 20:29:24,few clouds
Charters Towers,-20.1,146.27,76.95,59,95,4.72,AU,2020-10-26 20:29:25,overcast clouds
Kwinana,-32.25,115.77,62.01,100,40,8.05,AU,2020-10-26 20:29:25,scattered clouds
Kaniama,-7.57,24.18,69.08,92,100,2.42,CD,2020-10-26 20:29:25,overcast clouds
Manzhouli,49.6,117.43,24.82,88,0,22.15,CN,2020-10-26 20:29:25,clear sky
Sangar,63.92,127.47,17.02,97,100,3.36,RU,2020-10-26 20:29:26,light snow
Puerto Leguizamo,-0.19,-74.78,93.6,45,96,3.69,CO,2020-10-26 20:29:26,overcast clouds
Tonekabon,36.82,50.87,66.2,88,75,2.24,IR,2020-10-26 20:29:26,broken clouds
Noumea,-22.28,166.46,78.01,64,0,2.24,NC,2020-10-26 20:29:27,clear sky
Artyom,40.47,50.33,59.0,93,20,6.93,AZ,2020-10-26 20:29:27,few clouds
Shadegan,30.65,48.66,68.0,52,0,8.12,IR,2020-10-26 20:29:27,clear sky
Plettenberg Bay,-34.05,23.37,63.64,84,1,11.36,ZA,2020-10-26 20:29:27,clear sky
Luganville,-15.53,167.17,77.0,88,75,6.93,VU,2020-10-26 20:29:28,light intensity shower rain
Altay,47.87,88.12,31.89,72,0,3.85,CN,2020-10-26 20:29:29,clear sky
Arman,59.7,150.17,32.18,88,96,12.59,RU,2020-10-26 20:29:29,overcast clouds
Waounde,15.26,-12.87,89.6,33,0,2.24,SN,2020-10-26 20:29:29,clear sky
Butterworth,5.4,100.36,77.0,94,20,2.24,MY,2020-10-26 20:29:30,few clouds
Tautira,-17.73,-149.15,84.2,66,75,12.75,PF,2020-10-26 20:29:31,broken clouds
Saint-Pierre,-21.34,55.48,71.6,78,90,5.82,RE,2020-10-26 20:29:31,overcast clouds
Marzuq,14.4,46.47,64.31,33,4,1.3,YE,2020-10-26 20:29:32,clear sky
Gimli,50.63,-96.99,30.0,98,0,5.99,CA,2020-10-26 20:29:32,clear sky
Konevo,62.12,39.32,33.17,94,87,9.57,RU,2020-10-26 20:29:33,overcast clouds
Bose,45.46,8.01,53.01,90,100,1.01,IT,2020-10-26 20:29:33,light rain
Atambua,-9.11,124.89,75.42,85,100,3.29,ID,2020-10-26 20:29:33,overcast clouds
Wanning,18.8,110.4,72.68,84,91,10.56,CN,2020-10-26 20:29:33,overcast clouds
Verkh-Usugli,52.7,115.17,20.73,85,0,5.64,RU,2020-10-26 20:29:34,clear sky
Ecija,37.54,-5.08,57.99,76,0,2.24,ES,2020-10-26 20:29:34,clear sky
Biscarrosse,44.39,-1.17,53.6,81,22,4.7,FR,2020-10-26 20:29:34,light rain
Maniitsoq,65.42,-52.9,28.0,89,0,17.54,GL,2020-10-26 20:29:35,clear sky
Ust-Koksa,50.27,85.61,32.68,86,75,2.1,RU,2020-10-26 20:29:35,broken clouds
Guiglo,6.55,-7.5,75.51,88,100,3.09,CI,2020-10-26 20:29:35,moderate rain
Barra Do Garcas,-15.89,-52.26,82.4,74,75,2.24,BR,2020-10-26 20:29:35,moderate rain
Marshalltown,42.05,-92.91,30.99,63,75,9.17,US,2020-10-26 20:29:36,broken clouds
Puerto Baquerizo Moreno,-0.9,-89.6,75.2,69,40,10.29,EC,2020-10-26 20:29:36,scattered clouds
Gazanjyk,39.24,55.52,64.83,27,100,5.88,TM,2020-10-26 20:29:36,overcast clouds
Beringovskiy,63.05,179.32,31.05,91,0,2.73,RU,2020-10-26 20:29:37,clear sky
Adilabad,19.67,78.53,74.57,71,43,3.96,IN,2020-10-26 20:29:37,scattered clouds
Pontes E Lacerda,-15.23,-59.34,88.7,51,44,5.46,BR,2020-10-26 20:29:37,light rain
Bathsheba,13.22,-59.52,84.2,66,75,11.41,BB,2020-10-26 20:29:37,shower rain
Ilulissat,69.22,-51.1,19.4,73,75,4.7,GL,2020-10-26 20:29:38,broken clouds
Kasongo-Lunda,-6.47,16.82,70.81,85,75,0.49,CD,2020-10-26 20:29:38,broken clouds
Half Moon Bay,37.46,-122.43,71.6,9,1,10.29,US,2020-10-26 20:29:38,clear sky
Kloulklubed,7.04,134.26,78.8,88,75,6.08,PW,2020-10-26 20:29:38,broken clouds
Bullhead City,35.15,-114.57,59.0,11,5,41.38,US,2020-10-26 20:29:38,clear sky
Ensley,30.52,-87.27,86.0,54,1,3.36,US,2020-10-26 20:29:39,clear sky
Maragogi,-9.01,-35.22,78.3,76,0,16.04,BR,2020-10-26 20:26:29,clear sky
Novobirilyussy,56.95,90.67,35.67,97,100,5.03,RU,2020-10-26 20:29:39,light rain
Shubarshi,48.59,57.19,37.53,73,90,20.27,KZ,2020-10-26 20:29:39,overcast clouds
Tandalti,13.02,31.87,90.48,21,0,8.28,SD,2020-10-26 20:29:39,clear sky
Mehamn,71.04,27.85,32.0,85,0,16.11,NO,2020-10-26 20:29:40,clear sky
Varhaug,58.61,5.65,46.4,87,0,6.93,NO,2020-10-26 20:29:40,clear sky
Andalan,5.96,121.39,79.72,81,100,10.6,PH,2020-10-26 20:29:40,light rain
Ust-Ishim,57.69,71.17,40.87,94,100,12.71,RU,2020-10-26 20:29:40,moderate rain
Safranbolu,41.25,32.69,57.54,77,0,1.61,TR,2020-10-26 20:29:40,clear sky
Pacifica,37.61,-122.49,70.0,9,1,10.29,US,2020-10-26 20:27:02,clear sky
Saldanha,-33.01,17.94,62.6,82,25,3.36,ZA,2020-10-26 20:29:41,scattered clouds
Storforshei,66.4,14.52,37.4,92,40,4.7,NO,2020-10-26 20:29:41,scattered clouds
Assiniboia,49.63,-105.98,24.12,92,100,13.91,CA,2020-10-26 20:29:41,overcast clouds
Berlevag,70.86,29.09,33.8,86,0,16.11,NO,2020-10-26 20:29:41,clear sky
Cockburn Town,21.46,-71.14,86.0,66,75,11.41,TC,2020-10-26 20:29:42,broken clouds
Sakakah,29.97,40.21,77.0,9,0,9.17,SA,2020-10-26 20:29:42,clear sky
Rotterdam,51.92,4.48,52.0,81,90,13.87,NL,2020-10-26 20:29:42,overcast clouds
Longyearbyen,78.22,15.64,26.6,73,75,5.82,SJ,2020-10-26 20:29:42,broken clouds
Oranjemund,-28.55,16.43,59.05,88,3,7.58,NA,2020-10-26 20:29:43,clear sky
Maua,-23.67,-46.46,73.4,73,20,13.87,BR,2020-10-26 20:29:43,few clouds
General Roca,-39.03,-67.58,75.2,25,0,2.24,AR,2020-10-26 20:29:43,clear sky
Wakkanai,45.41,141.67,46.76,79,90,2.53,JP,2020-10-26 20:29:43,light rain
Lukaya,-0.15,31.87,69.8,94,90,13.87,UG,2020-10-26 20:29:44,light rain
Khasan,42.43,130.64,48.06,76,100,3.56,RU,2020-10-26 20:29:45,overcast clouds
San Quintin,30.48,-115.95,69.44,50,15,9.1,MX,2020-10-26 20:29:45,few clouds
Livny,52.43,37.61,45.81,81,100,5.5,RU,2020-10-26 20:29:45,light rain
Hami,42.8,93.45,37.49,66,100,3.24,CN,2020-10-26 20:29:46,overcast clouds
Petropavlovsk-Kamchatskiy,53.05,158.65,37.4,100,20,4.47,RU,2020-10-26 20:29:46,few clouds
Gharghoda,22.17,83.35,70.54,61,29,2.8,IN,2020-10-26 20:29:46,scattered clouds
Moengo,5.62,-54.4,86.54,60,84,6.82,SR,2020-10-26 20:29:47,broken clouds
Calama,-22.47,-68.93,77.0,5,0,20.8,CL,2020-10-26 20:29:47,clear sky
Dukhovshchina,55.19,32.41,45.0,93,99,8.66,RU,2020-10-26 20:29:47,overcast clouds
Joensuu,62.6,29.76,48.0,93,90,10.29,FI,2020-10-26 20:29:48,light intensity shower rain
Abu Samrah,35.3,37.18,70.61,22,0,9.8,SY,2020-10-26 20:29:49,clear sky
Georgetown,5.41,100.34,77.0,94,20,2.24,MY,2020-10-26 20:28:14,few clouds
Mahenge,-8.68,36.72,69.4,78,92,4.94,TZ,2020-10-26 20:29:50,overcast clouds
Nieuwpoort,51.12,2.77,48.99,93,100,11.41,BE,2020-10-26 20:29:50,light rain
Trelew,-43.25,-65.31,73.8,24,100,21.61,AR,2020-10-26 20:29:45,overcast clouds
Russell,32.35,-85.2,82.4,58,75,3.96,US,2020-10-26 20:29:51,broken clouds
Kem,64.96,34.58,43.88,90,100,14.65,RU,2020-10-26 20:29:52,overcast clouds
Tigil,57.8,158.67,36.14,83,100,2.95,RU,2020-10-26 20:29:52,overcast clouds
Sibolga,1.74,98.78,75.78,81,100,2.57,ID,2020-10-26 20:29:53,overcast clouds
Jiwani,25.05,61.74,74.5,63,0,6.33,PK,2020-10-26 20:29:53,clear sky
Tres Arroyos,-38.37,-60.28,70.93,40,0,8.3,AR,2020-10-26 20:29:54,clear sky
Svetlaya,46.54,138.33,39.79,71,0,4.38,RU,2020-10-26 20:29:54,clear sky
Vendome,47.8,1.07,50.0,87,75,9.17,FR,2020-10-26 20:29:55,broken clouds
Nuuk,64.18,-51.72,28.4,74,75,8.05,GL,2020-10-26 20:29:55,broken clouds
Rocha,-34.48,-54.33,58.06,74,100,16.8,UY,2020-10-26 20:29:56,overcast clouds
Castelo Do Piaui,-5.32,-41.55,95.76,31,97,4.85,BR,2020-10-26 20:27:59,overcast clouds
Sabya,17.15,42.63,86.0,70,20,0.72,SA,2020-10-26 20:29:57,few clouds
Marawi,8.0,124.29,75.0,90,100,5.01,PH,2020-10-26 20:29:57,overcast clouds
San Felipe,10.34,-68.74,81.99,71,20,8.23,VE,2020-10-26 20:29:57,few clouds
Labelle,26.76,-81.44,87.01,74,90,19.46,US,2020-10-26 20:29:58,overcast clouds
Maine-Soroa,13.21,12.02,82.54,17,0,7.56,NE,2020-10-26 20:29:59,clear sky
Mizdah,31.45,12.98,62.58,63,0,4.63,LY,2020-10-26 20:29:59,clear sky
Okakarara,-20.58,17.43,78.3,31,99,19.06,NA,2020-10-26 20:30:00,overcast clouds
Sinnar,13.57,33.57,88.68,23,2,8.88,SD,2020-10-26 20:30:01,clear sky
Ayr,55.46,-4.63,50.0,76,20,18.34,GB,2020-10-26 20:28:59,few clouds
Keflavik,64.0,-22.56,39.2,86,75,17.22,IS,2020-10-26 20:27:21,broken clouds
Bambous Virieux,-20.34,57.76,73.4,73,40,10.29,MU,2020-10-26 20:30:03,scattered clouds
Reidsville,36.35,-79.66,69.8,72,1,2.1,US,2020-10-26 20:30:04,clear sky
Kuragino,53.9,92.67,34.34,91,100,8.5,RU,2020-10-26 20:30:05,overcast clouds
Paraiso,9.84,-83.87,73.4,69,75,8.05,CR,2020-10-26 20:30:05,broken clouds
Puri,19.8,85.85,73.4,88,20,6.85,IN,2020-10-26 20:30:06,haze
Nouadhibou,20.93,-17.03,77.0,57,0,16.11,MR,2020-10-26 20:30:06,clear sky
Santa Rosa,14.31,121.11,80.6,78,75,9.17,PH,2020-10-26 20:30:06,broken clouds
Meybod,32.25,54.02,60.8,21,0,4.7,IR,2020-10-26 20:30:07,clear sky
Nome,64.5,-165.41,34.0,74,90,5.82,US,2020-10-26 20:30:08,overcast clouds
Hobyo,5.35,48.53,79.2,80,27,6.53,SO,2020-10-26 20:30:08,scattered clouds
Santa Cruz De La Palma,28.68,-17.76,71.6,60,40,8.05,ES,2020-10-26 20:30:09,scattered clouds
Buin,-33.73,-70.75,80.6,26,0,9.17,CL,2020-10-26 20:30:10,clear sky
Petropavl,54.88,69.16,44.94,84,99,12.44,KZ,2020-10-26 20:30:10,overcast clouds
Mujiayingzi,42.12,118.78,35.4,71,0,8.3,CN,2020-10-26 20:30:11,clear sky
Ongandjera,-17.88,15.07,78.51,26,25,11.63,NA,2020-10-26 20:30:11,scattered clouds
Uarini,-2.99,-65.11,91.4,59,20,3.36,BR,2020-10-26 20:25:33,few clouds
Meghri,38.9,46.24,58.91,46,0,2.42,AM,2020-10-26 20:30:12,clear sky
Baykit,61.67,96.37,16.92,94,85,3.13,RU,2020-10-26 20:30:12,overcast clouds
Maceio,-9.67,-35.74,80.6,78,0,14.99,BR,2020-10-26 20:27:06,clear sky
Kapuskasing,49.42,-82.43,26.6,63,75,6.93,CA,2020-10-26 20:30:13,broken clouds
Takoradi,4.88,-1.76,78.03,87,100,6.46,GH,2020-10-26 20:30:13,light rain
Chum Phae,16.54,102.1,70.84,94,99,3.11,TH,2020-10-26 20:30:14,overcast clouds
Asau,46.43,26.4,51.01,98,4,2.98,RO,2020-10-26 20:30:14,light rain
San Cristobal,7.77,-72.22,89.6,52,40,13.87,VE,2020-10-26 20:27:48,scattered clouds
Vaitape,-16.52,-151.75,80.94,76,81,16.13,PF,2020-10-26 20:30:15,light rain
Emerald,-23.53,148.17,68.0,56,75,8.05,AU,2020-10-26 20:30:15,broken clouds
Omsukchan,62.53,155.8,15.73,94,100,7.11,RU,2020-10-26 20:30:16,overcast clouds
Uray,60.12,64.78,26.33,96,100,15.88,RU,2020-10-26 20:30:17,overcast clouds
Tilichiki,60.47,166.1,29.32,97,100,6.64,RU,2020-10-26 20:30:17,overcast clouds
Awjilah,29.11,21.29,69.89,53,0,5.88,LY,2020-10-26 20:30:17,clear sky
Vanimo,-2.67,141.3,77.2,74,25,0.63,PG,2020-10-26 20:30:18,scattered clouds
Flinders,-34.58,150.86,57.0,87,98,3.0,AU,2020-10-26 20:30:18,overcast clouds
Montrose,38.42,-108.27,18.0,80,100,3.0,US,2020-10-26 20:30:18,overcast clouds
Caraguatatuba,-23.63,-45.49,80.6,61,40,19.46,BR,2020-10-26 20:30:19,scattered clouds
Marienburg,54.04,19.03,52.0,100,96,7.61,PL,2020-10-26 20:30:19,overcast clouds
Gumdag,39.21,54.59,62.38,30,100,4.88,TM,2020-10-26 20:30:19,overcast clouds
Komsomolskiy,40.43,71.72,50.0,53,0,6.93,UZ,2020-10-26 20:30:19,clear sky
Barranca,-10.75,-77.77,67.23,73,100,8.55,PE,2020-10-26 20:30:20,overcast clouds
Alamos,27.02,-108.93,89.01,50,0,5.01,MX,2020-10-26 20:30:20,clear sky
Palmer,42.16,-72.33,52.0,93,90,5.82,US,2020-10-26 20:30:20,light intensity drizzle
Ostersund,63.18,14.64,41.0,93,100,10.29,SE,2020-10-26 20:30:21,overcast clouds
Mayahi,13.96,7.67,84.31,14,32,8.21,NE,2020-10-26 20:30:21,scattered clouds
Ous,60.91,61.52,24.15,95,100,13.24,RU,2020-10-26 20:30:21,overcast clouds
Tual,-5.67,132.75,81.99,74,100,7.38,ID,2020-10-26 20:30:22,moderate rain
Cuenca,-2.88,-78.98,73.4,43,40,3.36,EC,2020-10-26 20:29:53,scattered clouds
Beloha,-25.17,45.05,66.18,90,0,2.82,MG,2020-10-26 20:30:22,clear sky
Wellington,-41.29,174.78,52.0,100,100,20.8,NZ,2020-10-26 20:27:07,moderate rain
Urusha,54.05,122.9,31.14,99,100,7.56,RU,2020-10-26 20:30:23,overcast clouds
Manokwari,-0.87,134.08,79.21,73,0,5.06,ID,2020-10-26 20:30:23,clear sky
Piacabucu,-10.41,-36.43,78.57,77,0,21.21,BR,2020-10-26 20:30:23,clear sky
Porto Santo,33.07,-16.34,66.2,68,40,6.93,PT,2020-10-26 20:30:23,scattered clouds
Oussouye,12.48,-16.55,86.0,94,0,4.7,SN,2020-10-26 20:30:24,clear sky
Vila Velha,-20.33,-40.29,77.0,73,40,17.22,BR,2020-10-26 20:30:24,scattered clouds
Brigantine,39.41,-74.36,66.2,88,90,5.82,US,2020-10-26 20:30:24,overcast clouds
Tatawin,32.93,10.45,68.0,49,0,2.24,TN,2020-10-26 20:30:25,clear sky
Alofi,-19.06,-169.92,73.4,94,75,13.87,NU,2020-10-26 20:30:25,broken clouds
Zdvinsk,54.7,78.66,43.2,86,100,13.96,RU,2020-10-26 20:30:25,overcast clouds
Muravlenko,63.79,74.52,12.58,97,100,15.43,RU,2020-10-26 20:30:25,overcast clouds
San Andres,12.58,-81.7,86.0,70,75,3.36,CO,2020-10-26 20:30:26,broken clouds
Soe,-9.86,124.28,66.6,99,93,2.24,ID,2020-10-26 20:30:26,overcast clouds
Comodoro Rivadavia,-45.87,-67.5,66.2,37,0,17.22,AR,2020-10-26 20:30:26,clear sky
Umm Kaddadah,13.6,26.69,83.48,21,0,14.76,SD,2020-10-26 20:30:26,clear sky
Patacamaya,-17.23,-67.92,61.3,35,54,14.09,BO,2020-10-26 20:30:27,broken clouds
Bandar,2.05,99.75,71.92,90,100,2.48,ID,2020-10-26 20:30:27,overcast clouds
Acari,-15.43,-74.62,73.31,50,59,9.6,PE,2020-10-26 20:30:27,broken clouds
Sobolevo,54.43,31.9,44.74,91,63,10.6,RU,2020-10-26 20:30:27,broken clouds
Olafsvik,64.89,-23.71,40.93,75,100,14.79,IS,2020-10-26 20:30:28,light rain
Ngunguru,-35.62,174.5,64.0,95,14,3.89,NZ,2020-10-26 20:30:28,few clouds
Ust-Maya,60.42,134.53,11.1,92,92,2.46,RU,2020-10-26 20:30:28,overcast clouds
Fredericton,45.95,-66.67,41.0,75,90,5.82,CA,2020-10-26 20:27:07,light rain
Berdigestyakh,62.1,126.7,11.82,94,100,8.46,RU,2020-10-26 20:30:29,overcast clouds
Shitkino,56.37,98.35,34.07,95,100,5.61,RU,2020-10-26 20:30:29,overcast clouds
Valdivia,-39.81,-73.25,53.6,76,90,8.05,CL,2020-10-26 20:30:05,overcast clouds
Huarmey,-10.07,-78.15,69.71,68,100,10.27,PE,2020-10-26 20:30:30,overcast clouds
Ostrovnoy,68.05,39.51,39.25,93,100,28.81,RU,2020-10-26 20:30:30,light rain
Evinayong,1.44,10.55,69.85,99,100,1.92,GQ,2020-10-26 20:30:30,light rain
Xai-Xai,-25.05,33.64,72.28,89,8,7.63,MZ,2020-10-26 20:30:30,clear sky
Vostok,46.49,135.88,27.25,99,0,3.49,RU,2020-10-26 20:30:31,clear sky
Knysna,-34.04,23.05,62.6,100,2,8.05,ZA,2020-10-26 20:30:31,clear sky
Rudbar,30.15,62.6,55.51,33,0,0.76,AF,2020-10-26 20:30:31,clear sky
Buraydah,26.33,43.98,69.8,23,0,5.93,SA,2020-10-26 20:30:31,clear sky
Madang,-5.22,145.8,76.93,81,28,4.68,PG,2020-10-26 20:30:32,scattered clouds
Vila Franca Do Campo,37.72,-25.43,68.0,77,20,18.34,PT,2020-10-26 20:30:32,few clouds
Port Lincoln,-34.73,135.87,55.33,87,1,8.19,AU,2020-10-26 20:30:32,clear sky
Ouango,4.31,22.56,70.14,95,100,2.98,CF,2020-10-26 20:30:32,overcast clouds
Mandalgarh,25.2,75.1,69.87,27,0,3.89,IN,2020-10-26 20:30:33,clear sky
Taltal,-25.4,-70.48,63.3,66,43,5.73,CL,2020-10-26 20:30:33,scattered clouds
Revda,56.8,59.93,26.6,92,90,22.37,RU,2020-10-26 20:30:33,light snow
Yelniki,54.62,43.88,32.79,94,0,3.42,RU,2020-10-26 20:30:33,clear sky
Wilmington,34.23,-77.94,73.99,69,1,5.82,US,2020-10-26 20:29:55,clear sky
Begoro,6.39,-0.38,71.15,96,78,3.27,GH,2020-10-26 20:30:34,broken clouds
Guaruja,-23.99,-46.26,78.01,78,20,8.05,BR,2020-10-26 20:30:10,few clouds
Worcester,42.33,-71.83,48.0,93,90,4.7,US,2020-10-26 20:28:20,mist
Sheridan,44.83,-106.92,28.0,57,1,0.87,US,2020-10-26 20:30:34,clear sky
Yatou,37.15,122.38,54.91,79,15,3.96,CN,2020-10-26 20:30:35,few clouds
Ixtapa,20.7,-105.2,89.6,70,5,9.17,MX,2020-10-26 20:30:35,clear sky
Guerrero Negro,27.98,-114.06,74.08,49,3,18.59,MX,2020-10-26 20:29:37,clear sky
Caravelas,-17.71,-39.25,75.6,83,4,7.23,BR,2020-10-26 20:30:35,clear sky
Fort Nelson,58.81,-122.7,30.2,92,90,5.82,CA,2020-10-26 20:30:15,light snow
Manono,-7.3,27.42,71.24,86,97,2.17,CD,2020-10-26 20:30:36,overcast clouds
Spirovo,57.42,34.98,44.13,88,100,8.43,RU,2020-10-26 20:30:36,overcast clouds
Centralia,46.72,-122.95,52.0,49,1,5.82,US,2020-10-26 20:28:27,clear sky
La Paz,-16.5,-68.15,55.4,30,75,11.41,BO,2020-10-26 20:26:01,broken clouds
Balkhash,46.84,74.98,50.81,62,24,19.93,KZ,2020-10-26 20:30:37,few clouds
Illapel,-31.63,-71.17,76.86,29,6,8.66,CL,2020-10-26 20:26:11,clear sky
Novaci,45.18,23.67,50.94,81,16,2.15,RO,2020-10-26 20:30:37,few clouds
Mayor Pablo Lagerenza,-19.93,-60.77,82.83,53,65,11.97,PY,2020-10-26 20:30:37,broken clouds
Chekhov,55.14,37.47,45.0,86,0,4.47,RU,2020-10-26 20:30:37,clear sky
Panama City,8.99,-79.52,87.01,74,20,5.82,PA,2020-10-26 20:28:50,few clouds
Oxford,51.75,-1.26,46.0,87,0,9.17,GB,2020-10-26 20:28:40,clear sky
Oron,4.83,8.23,77.27,90,100,2.44,NG,2020-10-26 20:30:38,light rain
Oruro,-17.98,-67.15,62.89,31,69,15.64,BO,2020-10-26 20:30:38,broken clouds
Byron Bay,-28.65,153.62,68.0,77,90,11.41,AU,2020-10-26 20:28:47,overcast clouds
Chebarkul,54.97,60.36,26.55,95,100,23.09,RU,2020-10-26 20:30:40,light snow
Chumikan,54.72,135.31,30.43,85,64,1.3,RU,2020-10-26 20:30:40,broken clouds
Broome,42.25,-75.83,57.0,93,90,8.05,US,2020-10-26 20:30:40,moderate rain
San Ramon,37.78,-121.98,71.01,6,1,10.29,US,2020-10-26 20:27:08,clear sky
Cururupu,-1.83,-44.87,80.69,75,96,4.61,BR,2020-10-26 20:30:41,overcast clouds
Kirkwall,58.98,-2.96,48.2,93,45,7.67,GB,2020-10-26 20:28:25,scattered clouds
Arlit,18.74,7.39,80.24,15,0,9.93,NE,2020-10-26 20:30:41,clear sky
Kanashevo,55.22,62.06,28.4,100,90,29.08,RU,2020-10-26 20:30:42,heavy snow
Dudinka,69.41,86.18,1.4,91,40,2.24,RU,2020-10-26 20:30:42,mist
Abu Kamal,34.45,40.92,68.86,24,0,6.73,SY,2020-10-26 20:30:42,clear sky
Capitao Poco,-1.75,-47.06,83.59,65,98,10.04,BR,2020-10-26 20:30:42,heavy intensity rain
Farafangana,-22.82,47.83,69.96,83,1,5.77,MG,2020-10-26 20:30:42,clear sky
Manzil Kamil,35.62,10.67,71.01,77,0,14.99,TN,2020-10-26 20:30:43,clear sky
Syracuse,37.09,15.28,62.6,82,0,9.17,IT,2020-10-26 20:30:43,clear sky
Makakilo City,21.35,-158.09,82.4,69,20,5.82,US,2020-10-26 20:30:43,few clouds
Isabela,6.71,121.97,78.73,81,100,4.79,PH,2020-10-26 20:30:43,light rain
Leningradskiy,69.38,178.42,26.17,98,100,7.0,RU,2020-10-26 20:29:07,snow
Gander,48.97,-54.59,39.2,48,75,6.93,CA,2020-10-26 20:30:44,broken clouds
Kokoda,-8.88,147.74,76.93,69,99,0.89,PG,2020-10-26 20:30:44,overcast clouds
Brae,60.4,-1.35,50.0,87,40,4.7,GB,2020-10-26 20:30:44,scattered clouds
Rehoboth,-23.32,17.08,76.95,28,97,10.33,NA,2020-10-26 20:30:45,overcast clouds
Lagoa,39.05,-27.98,68.23,89,100,24.56,PT,2020-10-26 20:30:45,overcast clouds
Isagarh,24.83,77.88,69.78,31,0,0.38,IN,2020-10-26 20:30:45,clear sky
Kyra,49.58,111.98,24.69,77,100,2.91,RU,2020-10-26 20:30:45,overcast clouds
