City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
Nhulunbuy,-12.23,136.77,86.0,70,75,3.36,AU,2020-10-24 23:58:02,broken clouds
Bridgetown,13.1,-59.62,82.4,74,40,23.04,BB,2020-10-25 00:05:58,scattered clouds
Wajima,37.4,136.9,50.0,87,75,4.7,JP,2020-10-25 00:05:58,broken clouds
Keti Bandar,24.14,67.45,77.76,61,0,8.14,PK,2020-10-25 00:05:59,clear sky
Jumla,29.27,82.18,42.51,50,0,5.5,NP,2020-10-25 00:01:13,clear sky
Mahina,-17.51,-149.49,86.0,66,75,8.05,PF,2020-10-25 00:05:59,shower rain
Yulara,-25.24,130.99,66.2,32,0,19.46,AU,2020-10-24 23:59:40,clear sky
Svetlyy,54.67,20.13,51.8,93,65,6.71,RU,2020-10-25 00:01:37,broken clouds
Ilulissat,69.22,-51.1,21.2,57,20,13.87,GL,2020-10-24 23:59:26,few clouds
Bilma,18.69,12.92,72.77,19,0,4.85,NE,2020-10-24 23:59:22,clear sky
Balkhash,46.84,74.98,32.95,82,38,6.08,KZ,2020-10-25 00:00:50,scattered clouds
Marzuq,14.4,46.47,61.83,29,3,2.1,YE,2020-10-25 00:06:00,clear sky
Sakakah,29.97,40.21,64.4,18,0,3.36,SA,2020-10-25 00:06:01,clear sky
Paso De Los Toros,-32.82,-56.52,70.21,87,97,5.41,UY,2020-10-25 00:06:01,overcast clouds
Ndele,8.41,20.65,73.27,88,75,3.78,CF,2020-10-25 00:06:01,light rain
La Pintada,5.75,-75.61,62.6,93,40,4.7,CO,2020-10-25 00:06:02,scattered clouds
Prado,-17.34,-39.22,76.21,86,99,9.62,BR,2020-10-25 00:06:02,overcast clouds
Souillac,-20.52,57.52,71.6,88,75,9.17,MU,2020-10-24 23:55:11,light intensity shower rain
Stornoway,58.21,-6.39,48.2,81,44,31.09,GB,2020-10-24 23:58:47,heavy intensity rain
Tongren,27.72,109.19,57.22,73,45,0.16,CN,2020-10-25 00:06:03,scattered clouds
Lagos,6.58,3.75,80.6,88,20,2.24,NG,2020-10-25 00:05:01,few clouds
Boulder,40.08,-105.35,45.0,45,1,5.82,US,2020-10-25 00:03:13,clear sky
Tura,25.52,90.22,70.93,99,93,4.43,IN,2020-10-25 00:06:03,overcast clouds
Abadan,30.34,48.3,62.6,93,0,2.24,IR,2020-10-25 00:06:04,mist
Lethem,3.38,-59.8,84.24,57,83,8.03,GY,2020-10-25 00:06:04,broken clouds
Taseyevo,57.22,94.9,26.58,94,69,4.85,RU,2020-10-25 00:06:04,broken clouds
San Policarpo,12.18,125.51,78.22,91,100,14.09,PH,2020-10-25 00:06:04,heavy intensity rain
Kapit,2.02,112.93,77.61,83,95,1.32,MY,2020-10-25 00:06:05,overcast clouds
Linhai,28.85,121.12,61.0,70,0,0.81,CN,2020-10-25 00:06:05,clear sky
Gaborone,-24.65,25.91,75.2,44,40,6.93,BW,2020-10-25 00:06:05,scattered clouds
Gao,16.64,1.64,81.1,14,0,13.38,ML,2020-10-25 00:02:06,clear sky
Castelo Branco,39.82,-7.49,57.99,78,97,4.0,PT,2020-10-25 00:06:05,overcast clouds
Cayenne,4.93,-52.33,80.6,83,75,4.7,GF,2020-10-24 23:58:27,broken clouds
Muborak,39.26,65.15,42.24,64,0,4.97,UZ,2020-10-25 00:06:06,clear sky
Hudiksvall,61.73,17.1,34.52,89,100,3.44,SE,2020-10-25 00:04:06,overcast clouds
Pangnirtung,66.15,-65.71,16.9,88,91,5.19,CA,2020-10-25 00:01:22,overcast clouds
Dudinka,69.41,86.18,14.0,92,75,11.18,RU,2020-10-24 23:58:10,light snow
Hami,42.8,93.45,42.24,62,43,7.7,CN,2020-10-24 23:58:34,scattered clouds
Mozarlandia,-14.74,-50.57,70.63,91,100,4.92,BR,2020-10-25 00:06:07,overcast clouds
Ancud,-41.87,-73.82,46.99,87,40,9.17,CL,2020-10-24 23:59:17,scattered clouds
Manavalakurichi,8.13,77.3,78.8,83,20,10.25,IN,2020-10-25 00:06:08,mist
Aasiaat,68.71,-52.87,16.23,97,69,11.39,GL,2020-10-25 00:06:08,broken clouds
Diebougou,10.97,-3.25,77.61,32,32,0.13,BF,2020-10-25 00:06:08,scattered clouds
Puerto Escondido,15.85,-97.07,84.2,74,90,5.82,MX,2020-10-25 00:06:08,overcast clouds
Tual,-5.67,132.75,82.89,73,87,4.09,ID,2020-10-24 23:57:53,overcast clouds
Tarko-Sale,64.92,77.78,11.95,96,75,8.61,RU,2020-10-25 00:06:09,broken clouds
Purranque,-40.92,-73.17,51.8,76,69,11.41,CL,2020-10-25 00:06:09,broken clouds
Lagoa,39.05,-27.98,65.71,73,80,18.23,PT,2020-10-25 00:00:30,broken clouds
Buala,-8.14,159.59,85.24,70,7,6.02,SB,2020-10-24 23:59:45,light rain
Batemans Bay,-35.72,150.18,57.99,82,100,9.89,AU,2020-10-25 00:06:10,light rain
Bergen,60.39,5.33,51.01,93,75,27.51,NO,2020-10-25 00:06:10,moderate rain
Alihe,50.57,123.72,33.1,87,0,3.11,CN,2020-10-25 00:06:10,clear sky
Kudahuvadhoo,2.67,72.89,82.04,79,70,10.07,MV,2020-10-25 00:01:06,broken clouds
Bathsheba,13.22,-59.52,82.4,74,40,23.04,BB,2020-10-24 23:58:08,scattered clouds
Kirkwall,58.98,-2.96,44.6,81,10,12.75,GB,2020-10-25 00:06:11,clear sky
Lata,40.16,-8.33,62.01,81,99,8.99,PT,2020-10-25 00:02:14,overcast clouds
Cairns,-16.92,145.77,87.01,69,75,8.05,AU,2020-10-25 00:05:51,broken clouds
Tezu,27.92,96.17,70.72,86,93,2.59,IN,2020-10-25 00:06:11,overcast clouds
Iqaluit,63.75,-68.51,26.6,86,90,4.7,CA,2020-10-24 23:55:41,light snow
Iracoubo,5.48,-53.2,82.56,75,79,11.74,GF,2020-10-25 00:06:12,broken clouds
Bani,18.28,-70.33,84.0,95,99,7.92,DO,2020-10-25 00:06:12,light rain
Ventersburg,-28.09,27.14,65.12,49,56,5.12,ZA,2020-10-25 00:06:12,broken clouds
Ruwi,23.6,58.55,73.4,64,0,4.7,OM,2020-10-25 00:06:13,clear sky
Auki,-8.77,160.7,87.12,64,6,3.74,SB,2020-10-25 00:06:13,light rain
Pontianak,-0.03,109.33,77.74,88,100,3.11,ID,2020-10-25 00:06:13,overcast clouds
Correntina,-13.34,-44.64,70.72,91,100,2.62,BR,2020-10-25 00:06:14,light rain
Porto Novo,6.5,2.6,80.6,88,20,8.05,BJ,2020-10-24 23:56:21,few clouds
Lasa,46.62,10.7,48.99,86,5,3.36,IT,2020-10-25 00:06:14,clear sky
Kabin Buri,13.95,101.72,69.85,78,78,5.01,TH,2020-10-25 00:06:14,broken clouds
Houma,29.6,-90.72,73.4,78,1,5.82,US,2020-10-25 00:05:50,clear sky
Teguldet,57.31,88.17,25.39,97,72,10.2,RU,2020-10-25 00:01:45,light snow
Khorramshahr,30.44,48.17,62.6,93,0,2.24,IR,2020-10-25 00:06:15,mist
Ukiah,39.15,-123.21,73.4,35,1,10.29,US,2020-10-25 00:00:04,clear sky
Oistins,13.07,-59.53,82.4,74,40,23.04,BB,2020-10-25 00:06:15,scattered clouds
Faya,18.39,42.45,59.0,19,0,2.42,SA,2020-10-25 00:01:06,clear sky
Munkebo,55.46,10.56,54.09,85,100,18.92,DK,2020-10-25 00:06:16,overcast clouds
Jalu,29.03,21.55,63.91,76,0,9.06,LY,2020-10-25 00:01:13,clear sky
Leninskoye,41.76,69.39,44.6,64,0,4.7,KZ,2020-10-25 00:06:16,smoke
Zhanakorgan,43.91,67.25,34.18,74,4,4.0,KZ,2020-10-25 00:06:17,clear sky
Raudeberg,61.99,5.14,50.0,78,100,17.09,NO,2020-10-25 00:01:42,moderate rain
Koslan,63.46,48.9,24.64,98,89,6.76,RU,2020-10-25 00:06:17,overcast clouds
Worland,44.02,-107.96,16.0,85,90,12.75,US,2020-10-25 00:06:17,fog
Saint-Paul,-21.01,55.27,68.0,52,0,8.05,RE,2020-10-25 00:06:18,clear sky
Pemangkat,1.17,108.97,78.71,83,100,4.59,ID,2020-10-25 00:06:18,overcast clouds
Gagnoa,6.13,-5.94,71.33,98,47,2.66,CI,2020-10-25 00:06:18,scattered clouds
Maarianhamina,60.1,19.93,30.2,100,20,1.12,AX,2020-10-25 00:00:32,few clouds
Aykhal,66.0,111.5,8.6,92,0,6.71,RU,2020-10-25 00:00:51,clear sky
Axim,4.87,-2.24,77.63,88,59,7.63,GH,2020-10-25 00:01:10,broken clouds
Imphal,24.82,93.95,63.63,93,17,1.32,IN,2020-10-25 00:06:20,few clouds
Salalah,17.02,54.09,73.4,49,0,2.24,OM,2020-10-24 23:57:07,clear sky
Marienburg,54.04,19.03,50.0,100,86,7.52,PL,2020-10-25 00:06:21,overcast clouds
Sioux Lookout,50.1,-91.92,26.6,73,75,5.82,CA,2020-10-25 00:00:13,light shower snow
Walvis Bay,-22.96,14.51,57.99,93,0,10.29,NA,2020-10-25 00:01:39,clear sky
Sitka,57.05,-135.33,42.8,38,75,1.05,US,2020-10-24 23:59:48,broken clouds
Kaihua,23.37,104.28,57.34,79,96,2.64,CN,2020-10-25 00:06:23,overcast clouds
Imbituba,-28.24,-48.67,73.4,83,75,6.93,BR,2020-10-25 00:06:23,broken clouds
Banjar,-8.19,114.97,80.6,100,75,3.36,ID,2020-10-25 00:06:23,light rain
Belmonte,-15.86,-38.88,77.0,78,40,8.05,BR,2020-10-25 00:06:23,scattered clouds
Khotyn,48.48,26.5,52.0,92,100,2.98,UA,2020-10-25 00:06:24,overcast clouds
Chifeng,42.27,118.96,45.61,50,91,4.5,CN,2020-10-25 00:06:24,overcast clouds
Poronaysk,49.22,143.12,44.94,79,100,11.14,RU,2020-10-25 00:06:24,light rain
Calvinia,-31.47,19.78,62.01,30,0,5.48,ZA,2020-10-25 00:06:24,clear sky
Conceicao Do Araguaia,-8.26,-49.26,75.74,84,81,4.34,BR,2020-10-25 00:06:24,broken clouds
Najran,17.49,44.13,60.8,25,0,3.36,SA,2020-10-25 00:06:25,clear sky
Constitucion,-35.33,-72.42,53.1,86,100,8.1,CL,2020-10-24 23:59:20,moderate rain
Ilebo,-4.32,20.58,71.58,95,93,2.19,CD,2020-10-25 00:06:25,overcast clouds
Hibbing,47.43,-92.94,26.6,63,90,8.05,US,2020-10-25 00:06:25,overcast clouds
Leningradskiy,69.38,178.42,24.01,93,24,9.22,RU,2020-10-24 23:56:09,few clouds
Kpandae,8.47,-0.01,78.06,72,100,3.71,GH,2020-10-25 00:06:26,overcast clouds
Bonthe,7.53,-12.51,78.19,83,100,3.78,SL,2020-10-25 00:01:38,overcast clouds
Banda Aceh,5.56,95.32,76.64,84,100,10.63,ID,2020-10-25 00:06:26,light rain
La Orilla,17.98,-102.23,82.54,86,47,6.87,MX,2020-10-25 00:06:26,scattered clouds
Goulburn,-34.75,149.72,48.99,85,100,3.0,AU,2020-10-25 00:06:26,overcast clouds
Vardo,70.37,31.11,39.22,74,100,19.1,NO,2020-10-25 00:00:56,overcast clouds
Englewood,39.65,-104.99,48.99,44,18,1.01,US,2020-10-25 00:02:19,few clouds
Borovikha,53.51,83.84,21.2,85,40,4.47,RU,2020-10-25 00:06:27,scattered clouds
La Palma,33.85,-118.05,71.6,56,90,4.7,US,2020-10-25 00:06:27,overcast clouds
Labuhan,-6.88,112.21,81.55,78,94,7.96,ID,2020-10-24 23:55:38,overcast clouds
Portland,45.52,-122.68,51.01,53,75,19.46,US,2020-10-25 00:01:00,broken clouds
Ketchikan,55.34,-131.65,44.6,26,1,5.82,US,2020-10-25 00:06:12,clear sky
Shache,38.42,77.24,46.0,45,100,8.7,CN,2020-10-25 00:06:28,overcast clouds
Cabildo,-38.48,-61.9,62.01,86,2,10.49,AR,2020-10-25 00:05:23,clear sky
Fort Nelson,58.81,-122.7,32.0,76,20,2.24,CA,2020-10-25 00:01:16,few clouds
Kutum,14.2,24.67,70.97,25,33,11.5,SD,2020-10-25 00:06:28,scattered clouds
Coolum Beach,-26.53,153.1,82.0,69,23,7.0,AU,2020-10-25 00:06:29,few clouds
Rognan,67.1,15.39,30.99,94,23,8.34,NO,2020-10-25 00:06:29,few clouds
Zhangye,38.93,100.45,43.66,51,91,11.63,CN,2020-10-25 00:06:29,overcast clouds
Viransehir,37.24,39.76,66.45,24,66,3.42,TR,2020-10-25 00:06:29,broken clouds
Dumka,24.27,87.25,70.43,77,2,4.63,IN,2020-10-25 00:06:29,clear sky
Shimoda,34.67,138.95,62.6,63,75,12.75,JP,2020-10-25 00:00:45,broken clouds
Adre,13.47,22.2,74.05,23,37,10.51,TD,2020-10-25 00:06:30,scattered clouds
Pouembout,-21.13,164.9,84.67,55,36,6.31,NC,2020-10-25 00:06:30,scattered clouds
Victor Harbor,-35.57,138.62,54.0,67,92,1.99,AU,2020-10-24 23:59:21,overcast clouds
Voh,-20.97,164.7,85.37,54,42,6.55,NC,2020-10-25 00:01:18,scattered clouds
Strelka,58.07,93.03,28.35,96,92,7.87,RU,2020-10-25 00:06:31,overcast clouds
Veraval,20.9,70.37,80.37,59,23,5.59,IN,2020-10-24 23:59:26,few clouds
Ternate,0.8,127.4,82.85,74,100,2.82,ID,2020-10-25 00:06:31,light rain
Sattahip,12.67,100.9,71.6,83,87,2.24,TH,2020-10-25 00:06:32,overcast clouds
Fairbanks,64.84,-147.72,30.99,73,90,2.44,US,2020-10-24 23:55:02,overcast clouds
Vuktyl,63.86,57.31,24.3,98,100,9.73,RU,2020-10-24 23:59:49,snow
Turbat,26.0,63.04,73.04,20,0,35.28,PK,2020-10-25 00:06:32,clear sky
Kloulklubed,7.04,134.26,82.4,83,75,7.07,PW,2020-10-25 00:06:33,broken clouds
Naryan-Mar,67.67,53.09,16.2,94,67,12.97,RU,2020-10-25 00:06:33,broken clouds
Oltu,40.55,42.0,51.58,43,39,1.41,TR,2020-10-25 00:06:33,scattered clouds
Xichang,27.9,102.26,57.25,74,77,0.36,CN,2020-10-25 00:05:45,broken clouds
Ojinaga,29.57,-104.42,82.4,26,1,1.92,MX,2020-10-25 00:06:34,clear sky
Sambava,-14.27,50.17,71.53,84,39,9.4,MG,2020-10-25 00:06:34,light rain
Zyryanka,65.75,150.85,17.87,94,0,8.95,RU,2020-10-25 00:06:34,clear sky
Shingu,33.73,135.98,57.2,54,20,9.17,JP,2020-10-25 00:06:34,few clouds
Kuryk,43.2,51.65,60.17,92,58,10.8,KZ,2020-10-25 00:06:35,broken clouds
Chandler,33.31,-111.84,84.99,28,90,5.21,US,2020-10-25 00:06:11,overcast clouds
Olavarria,-36.89,-60.32,64.0,83,0,1.99,AR,2020-10-25 00:06:35,clear sky
Mandera,3.94,41.87,80.83,66,100,14.2,KE,2020-10-25 00:06:35,overcast clouds
Nohar,29.18,74.77,70.97,22,0,6.55,IN,2020-10-25 00:06:36,clear sky
Qaqortoq,60.72,-46.03,26.6,73,55,5.82,GL,2020-10-24 23:59:19,broken clouds
Binghamton,42.1,-75.92,44.01,73,90,10.29,US,2020-10-25 00:03:23,overcast clouds
Kyren,51.68,102.14,35.38,85,100,3.22,RU,2020-10-25 00:06:36,overcast clouds
Jiuquan,39.74,98.52,39.49,70,100,8.66,CN,2020-10-24 23:58:19,light rain
Pokrovka,42.34,78.01,35.83,68,59,4.56,KG,2020-10-25 00:06:36,broken clouds
Sirjan,29.45,55.68,46.67,51,0,9.04,IR,2020-10-25 00:06:37,clear sky
Kunashak,55.7,61.55,39.2,100,20,8.95,RU,2020-10-25 00:06:37,few clouds
Nagapattinam,10.77,79.83,78.71,82,100,4.38,IN,2020-10-25 00:06:37,overcast clouds
Tiarei,-17.53,-149.33,86.0,66,75,8.05,PF,2020-10-25 00:06:37,shower rain
Kodinar,20.79,70.7,78.87,59,14,4.54,IN,2020-10-25 00:06:38,few clouds
Petropavlovsk-Kamchatskiy,53.05,158.65,42.8,81,90,4.47,RU,2020-10-25 00:06:38,light intensity shower rain
Laguna,38.42,-121.42,72.0,49,1,10.29,US,2020-10-24 23:58:47,clear sky
Paamiut,61.99,-49.67,29.08,85,39,2.66,GL,2020-10-25 00:00:25,scattered clouds
Nemuro,43.32,145.57,50.0,61,20,13.87,JP,2020-10-25 00:00:49,few clouds
Helong,42.54,129.0,44.13,55,0,11.52,CN,2020-10-25 00:06:39,clear sky
Zykovo,55.95,93.15,26.6,86,40,6.71,RU,2020-10-25 00:06:39,scattered clouds
Yar-Sale,66.83,70.83,15.78,96,41,6.49,RU,2020-10-25 00:00:28,scattered clouds
Tessalit,20.2,1.01,79.12,16,0,8.3,ML,2020-10-25 00:06:39,clear sky
Deputatskiy,69.3,139.9,7.65,90,0,8.3,RU,2020-10-25 00:01:52,clear sky
Batagay-Alyta,67.8,130.41,9.55,86,100,4.5,RU,2020-10-25 00:00:58,overcast clouds
Novikovo,51.15,37.89,53.33,90,100,8.25,RU,2020-10-24 23:59:48,overcast clouds
Nome,64.5,-165.41,37.99,86,90,10.29,US,2020-10-24 23:58:20,overcast clouds
Tatarsk,55.22,75.98,28.51,83,100,16.71,RU,2020-10-25 00:01:46,overcast clouds
Fairview,40.81,-74.0,60.8,51,20,8.05,US,2020-10-25 00:02:29,few clouds
Flinders,-34.58,150.86,57.0,76,100,5.99,AU,2020-10-25 00:02:15,overcast clouds
Lakatoro,-16.1,167.42,84.2,70,75,10.29,VU,2020-10-25 00:06:41,broken clouds
Dalaoig,17.93,121.72,79.54,88,90,1.72,PH,2020-10-25 00:06:41,light rain
Filingue,14.35,3.32,85.06,14,22,7.4,NE,2020-10-25 00:06:41,few clouds
Umm Kaddadah,13.6,26.69,81.05,20,0,16.06,SD,2020-10-25 00:06:41,clear sky
College,64.86,-147.8,30.99,68,75,3.36,US,2020-10-25 00:01:22,broken clouds
Ikom,5.97,8.71,71.8,98,100,4.97,NG,2020-10-25 00:06:42,heavy intensity rain
Kamaishi,39.27,141.88,50.0,81,75,9.17,JP,2020-10-25 00:06:42,broken clouds
Santa Isabel Do Para,-1.3,-48.16,82.4,74,40,9.17,BR,2020-10-25 00:06:42,scattered clouds
Atambua,-9.11,124.89,85.24,62,31,1.54,ID,2020-10-25 00:00:00,scattered clouds
Kahului,20.89,-156.47,91.4,52,40,16.11,US,2020-10-24 23:56:13,scattered clouds
Miandrivazo,-19.52,45.47,76.05,64,97,2.68,MG,2020-10-25 00:06:43,overcast clouds
Matara,5.95,80.54,76.46,90,75,5.32,LK,2020-10-24 23:59:45,broken clouds
Codrington,-38.27,141.97,50.88,66,69,20.11,AU,2020-10-25 00:00:25,broken clouds
Clyde River,70.47,-68.59,17.6,85,90,9.17,CA,2020-10-24 23:56:57,overcast clouds
Trairi,-3.28,-39.27,79.7,80,2,11.18,BR,2020-10-25 00:01:12,clear sky
Mehamn,71.04,27.85,37.4,80,100,13.29,NO,2020-10-25 00:00:47,overcast clouds
Feodosiya,45.03,35.38,62.92,71,83,5.32,UA,2020-10-25 00:06:44,broken clouds
Boryslav,49.29,23.43,48.2,100,90,0.49,UA,2020-10-25 00:06:45,fog
Katsuura,35.13,140.3,64.0,44,75,13.87,JP,2020-10-24 23:55:30,broken clouds
Xinpu,34.6,119.16,54.7,59,98,4.79,CN,2020-10-25 00:06:45,overcast clouds
Anito,12.45,125.29,79.09,89,100,9.6,PH,2020-10-25 00:00:10,moderate rain
Ucluelet,48.93,-125.55,51.01,52,20,8.05,CA,2020-10-24 23:57:47,few clouds
Nioro,13.35,-15.75,79.07,82,17,5.08,GM,2020-10-25 00:01:53,few clouds
Limbang,4.75,115.0,80.6,88,75,1.12,MY,2020-10-25 00:06:46,heavy intensity rain
Muzhi,65.37,64.67,16.5,97,85,6.44,RU,2020-10-25 00:06:46,overcast clouds
Dong Xoai,11.53,106.92,75.18,90,79,1.1,VN,2020-10-25 00:06:46,broken clouds
Otane,-39.88,176.63,75.0,57,4,5.99,NZ,2020-10-25 00:06:46,clear sky
Sulangan,11.14,123.72,81.59,79,95,14.36,PH,2020-10-25 00:01:27,heavy intensity rain
Mount Pleasant,32.79,-79.86,73.99,100,1,7.14,US,2020-10-25 00:05:29,clear sky
Goba,7.02,39.98,48.81,70,1,4.81,ET,2020-10-25 00:06:47,clear sky
Chlorakas,34.8,32.41,75.2,60,20,8.05,CY,2020-10-25 00:06:47,few clouds
Port Blair,11.67,92.75,80.4,78,45,1.48,IN,2020-10-25 00:00:50,scattered clouds
Campbell River,50.02,-125.24,46.4,33,20,8.05,CA,2020-10-25 00:06:48,few clouds
Takoradi,4.88,-1.76,77.2,89,43,8.25,GH,2020-10-25 00:06:48,scattered clouds
Sechura,-5.56,-80.82,66.15,72,22,15.75,PE,2020-10-25 00:06:48,few clouds
Mackay,-21.15,149.2,84.99,74,75,11.41,AU,2020-10-25 00:06:48,broken clouds
Roald,62.58,6.13,50.0,66,100,13.87,NO,2020-10-25 00:06:48,light rain
Half Moon Bay,37.46,-122.43,68.0,77,1,5.82,US,2020-10-25 00:01:53,clear sky
Ust-Ilimsk,58.0,102.66,28.85,97,100,3.11,RU,2020-10-25 00:06:49,overcast clouds
Flin Flon,54.77,-101.86,23.0,57,90,9.17,CA,2020-10-25 00:06:49,light shower snow
Pekin,39.91,116.4,54.0,58,99,2.55,CN,2020-10-25 00:04:26,overcast clouds
Aksarka,66.56,67.8,9.81,95,21,5.28,RU,2020-10-25 00:06:50,few clouds
Kuching,1.55,110.33,75.2,94,20,2.62,MY,2020-10-25 00:06:50,few clouds
Jeremie,18.65,-74.12,81.39,76,76,7.07,HT,2020-10-25 00:06:50,broken clouds
Altamira,-3.2,-52.21,83.68,51,90,1.9,BR,2020-10-25 00:06:50,overcast clouds
Altamont,42.21,-121.74,60.8,38,1,12.75,US,2020-10-25 00:06:50,clear sky
Daru,-9.08,143.21,82.78,76,97,9.19,PG,2020-10-25 00:06:51,overcast clouds
Tshikapa,-6.42,20.8,70.83,92,80,1.39,CD,2020-10-25 00:06:51,broken clouds
Erenhot,43.65,111.98,44.4,73,10,7.18,CN,2020-10-25 00:06:51,clear sky
Sinjar,36.32,41.88,61.25,32,8,3.18,IQ,2020-10-25 00:06:51,clear sky
Port Hardy,50.7,-127.42,46.4,45,5,14.99,CA,2020-10-24 23:59:20,clear sky
Kismayo,-0.36,42.55,79.88,82,84,12.53,SO,2020-10-25 00:06:52,light rain
Karpathos,35.51,27.21,71.6,78,1,16.11,GR,2020-10-25 00:06:52,clear sky
Ahome,25.92,-109.18,89.6,46,5,13.87,MX,2020-10-25 00:06:53,clear sky
Harlingen,26.19,-97.7,75.2,60,1,12.75,US,2020-10-25 00:00:26,clear sky
Martaban,16.53,97.61,74.8,89,24,3.49,MM,2020-10-25 00:06:53,few clouds
Boca Do Acre,-8.75,-67.4,80.01,75,86,0.94,BR,2020-10-25 00:06:53,light rain
Khromtau,50.25,58.43,45.34,84,92,16.22,KZ,2020-10-25 00:06:53,light rain
Benguela,-12.58,13.41,75.02,79,62,7.63,AO,2020-10-25 00:06:54,broken clouds
Coquimbo,-29.95,-71.34,55.4,82,90,9.17,CL,2020-10-24 23:59:20,overcast clouds
Luz,-19.8,-45.69,67.41,93,93,8.01,BR,2020-10-25 00:06:54,light rain
Casma,-41.01,-73.12,51.8,76,65,11.41,CL,2020-10-25 00:06:54,broken clouds
Batesville,35.77,-91.64,48.99,81,90,4.7,US,2020-10-25 00:03:53,overcast clouds
Beli Potok,44.71,20.52,55.4,100,75,4.7,RS,2020-10-25 00:06:55,mist
Aksha,50.28,113.29,32.02,93,95,2.17,RU,2020-10-25 00:06:55,overcast clouds
Partenit,44.58,34.34,65.89,53,91,2.24,UA,2020-10-25 00:06:55,overcast clouds
Bisira,8.52,-81.71,60.67,100,100,3.98,PA,2020-10-25 00:06:55,moderate rain
Lokosovo,61.13,74.82,19.63,96,64,9.44,RU,2020-10-25 00:06:56,broken clouds
Igarka,67.47,86.58,11.12,96,95,12.84,RU,2020-10-25 00:00:48,overcast clouds
Machala,-3.27,-79.97,70.5,87,62,7.23,EC,2020-10-25 00:02:31,broken clouds
Mangrol,21.12,70.12,80.69,60,39,5.55,IN,2020-10-25 00:06:56,scattered clouds
Ciudad Bolivar,8.12,-63.55,81.5,73,76,7.85,VE,2020-10-25 00:06:57,broken clouds
Canon City,38.44,-105.24,61.0,16,1,5.01,US,2020-10-25 00:06:57,clear sky
Zhigansk,66.77,123.37,20.48,96,100,21.68,RU,2020-10-24 23:57:03,snow
Waingapu,-9.66,120.26,84.09,64,51,3.87,ID,2020-10-25 00:02:00,broken clouds
Port Hedland,-20.32,118.57,78.8,65,0,12.75,AU,2020-10-25 00:06:57,clear sky
Nicoya,10.15,-85.45,78.8,94,75,3.36,CR,2020-10-25 00:06:57,broken clouds
Havoysund,71.0,24.66,37.4,93,100,17.22,NO,2020-10-25 00:02:12,light rain
Monroe,43.15,-77.68,45.0,70,90,5.82,US,2020-10-25 00:04:05,overcast clouds
Los Andes,-32.83,-70.6,60.01,98,0,3.0,CL,2020-10-25 00:05:30,clear sky
Monrovia,6.3,-10.8,77.0,94,40,6.98,LR,2020-10-25 00:05:34,scattered clouds
Pochutla,15.74,-96.47,84.2,74,90,4.18,MX,2020-10-25 00:02:00,overcast clouds
Rockport,28.02,-97.05,73.4,60,75,5.82,US,2020-10-25 00:06:59,broken clouds
Suicheng,33.9,117.93,56.26,56,91,7.43,CN,2020-10-25 00:06:59,overcast clouds
Hervey Bay,-25.3,152.85,82.0,61,75,17.22,AU,2020-10-25 00:06:59,broken clouds
Gawler,-34.6,138.73,57.0,55,41,8.01,AU,2020-10-25 00:06:59,scattered clouds
Evensk,61.95,159.23,33.76,86,83,9.89,RU,2020-10-25 00:06:59,broken clouds
Sao Gabriel Da Cachoeira,-0.13,-67.09,75.02,92,71,0.92,BR,2020-10-25 00:07:00,broken clouds
Maragogi,-9.01,-35.22,76.96,80,53,9.4,BR,2020-10-24 23:58:42,broken clouds
Punta Alta,-38.88,-62.07,68.25,60,0,12.19,AR,2020-10-25 00:07:01,clear sky
Manta,-0.95,-80.73,73.4,83,90,6.93,EC,2020-10-25 00:06:18,overcast clouds
Barra Da Estiva,-13.63,-41.33,68.45,79,88,6.13,BR,2020-10-25 00:07:01,overcast clouds
Polysayevo,54.6,86.25,23.85,92,69,10.71,RU,2020-10-25 00:07:01,broken clouds
Touros,-5.2,-35.46,77.0,88,40,5.82,BR,2020-10-24 23:56:57,scattered clouds
Custodia,-8.09,-37.64,74.48,65,94,9.98,BR,2020-10-25 00:07:02,overcast clouds
Repnoye,51.59,43.19,51.39,88,100,4.27,RU,2020-10-25 00:07:02,light rain
Wukari,7.85,9.78,74.46,91,100,7.16,NG,2020-10-25 00:07:02,light rain
Mogadishu,2.04,45.34,79.23,85,100,5.03,SO,2020-10-25 00:07:02,light rain
Caxito,-8.58,13.66,77.0,78,75,6.93,AO,2020-10-25 00:07:03,broken clouds
Dunmore East,52.15,-6.99,52.0,75,19,8.01,IE,2020-10-25 00:07:03,few clouds
Warmbad,-28.45,18.73,69.42,25,32,7.45,NA,2020-10-25 00:07:03,scattered clouds
Dhandhuka,22.37,71.98,80.92,44,11,4.14,IN,2020-10-25 00:07:03,few clouds
Puerto Narino,-3.77,-70.38,78.8,94,40,2.24,CO,2020-10-25 00:07:04,scattered clouds
Hambantota,6.12,81.12,78.24,82,88,10.85,LK,2020-10-25 00:00:47,overcast clouds
Makokou,0.57,12.86,69.73,97,100,3.6,GA,2020-10-25 00:07:04,light rain
Palana,59.12,159.97,38.3,72,100,4.38,RU,2020-10-25 00:01:10,overcast clouds
Hammerfest,70.66,23.68,37.4,93,100,17.22,NO,2020-10-25 00:07:05,light intensity drizzle
Kalyazin,57.24,37.84,38.23,88,89,4.76,RU,2020-10-25 00:07:05,overcast clouds
